strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,Type,timestamp,timeXvalue
11500,29-Jun-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
11500,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE11500.00,75.0,0,0,0,0,0,0,0,0,550,0,0,50,5504.95,15806.7,CE,2022-06-28 11:59:01.150276,11:59
11500,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
11600,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
11700,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
11800,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE11800.00,262.0,0,0,0,0,0,0,0,8900,9050,50,3974.05,100,4008.55,15806.7,CE,2022-06-28 11:59:01.150276,11:59
11900,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
11900,29-Jun-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12000,30-Mar-2023,NIFTY,OPTIDXNIFTY30-03-2023CE12000.00,0.0,0,0,0,0,0,0,0,0,400,0,0,400,5318,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,29-Jun-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12000,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024CE12000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,6535,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,26-Dec-2024,NIFTY,OPTIDXNIFTY26-12-2024CE12000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,6960,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,26-Jun-2025,NIFTY,OPTIDXNIFTY26-06-2025CE12000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,7355,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,24-Dec-2025,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12000,25-Jun-2026,NIFTY,OPTIDXNIFTY25-06-2026CE12000.00,1.0,0,0,0,0,0,0,0,0,50,0,0,50,8080,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,31-Dec-2026,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12000,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE12000.00,80.0,5,6.666666666666667,13,0,3737.55,-87.5,-2.2875517967085397,6600,4700,100,3781.95,50,3793.45,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,29-Sep-2022,NIFTY,OPTIDXNIFTY29-09-2022CE12000.00,0.0,0,0,0,0,0,0,0,50,550,50,3744.65,50,4807.2,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE12000.00,3.0,0,0,0,0,0,0,0,150,550,50,3881.85,50,5054.2,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12000,28-Dec-2023,NIFTY,OPTIDXNIFTY28-12-2023CE12000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,6075,15806.7,CE,2022-06-28 11:59:01.150276,11:59
12100,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12100,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12100,29-Jun-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12200,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12200,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12200,29-Jun-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12300,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12300,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12500,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12500,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12600,29-Dec-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
12600,30-Jun-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
